# The data in this file were provided by Tyrell Conway's laboratory at
# OUMCF.  Samples were collected during a classic glucose-lactose
# diauxie experiment.  E. coli cells were grown in minimal medium
# containing 0.05% glucose and 0.15% lactose.  The dataset can be
# approximately divided into growth phases as follows:
# Timepoints 1-5 show logarithmic growth on glucose; time points 6-10
# reflect the diauxic lag phase, when cells shift from growth on
# glucose to growth on lactose; time points 11-14 reflect logarithmic
# growth on lactose; and time points 15-17 were taken during
# stationary phase.  Control values were obtained by averaging data
# from 12 hybridization experiments using samples from the early
# logarithmic growth phase.  A publication describing the results is
# available: Chang et al., Mol Microbiol. 2002 Jul;45(2):289-306.  See
# also http://www.ou.edu/microarray/oumcf/growth_trans.htm.
#
#BNUM	GENE	Timept 1	Timept 2	Timept 3	Timept 4	Timept 5	Timept 6	Timept 7	Timept 8	Timept 9	Timept 10	Timept 11	Timept 12	Timept 13	Timept 14	Timept 15	Timept 16	Timept 17
b0662	yleB	0.032880967	0.018859174	0.066265135	0.009513522	0.120260384	0.118352835	0.274457885	0.241003518	0.068179283	0.248006629	0.168979872	0.200981512	0.125887751	-0.141574939	-0.025752598	0.126037061	0.147442052
b0663	b0663	0.117116009	0.062840525	0.048818422	0.297110061	0.12572257	-0.437713269	-0.077712861	0.070479573	-0.006983636	-0.072727264	0.221663987	0.368923173	0.213922843	0.140971522	0.211704971	0.060403012	0.236048852
b0667	b0667	-0.115791096	0.070941454	0.117769719	0.101540396	0.358234074	-0.214901331	-0.181315501	-0.216646223	-0.30221914	0.008628078	0.176338039	0.193951218	0.221411102	-0.159967957	-0.476133984	-0.48747371	-0.473329844
b0669	b0669	-0.354436394	-0.074950581	0.438924043	0.108352186	-0.21427991	-0.152952007	-0.11404594	-0.068127651	-0.084965665	0.118816656	0.33899721	0.239713143	-0.234336054	-0.149748995	0	0	-0.134977438
b0671	b0671	-0.391563393	-0.043986417	0.488949927	0.177615993	0.183096871	-0.427414238	-0.388508171	-0.342589882	-0.319525081	0.181050959	0.35600632	0.589351982	-0.006626307	-0.26646179	-0.250568548	-0.245822073	-0.409439669
b0674	asnB	-0.363792454	-0.079302196	0.166340355	0.173051307	-0.173666556	0.061755637	-0.329551593	-0.494229611	-0.697799043	-0.452395509	0.260215587	-0.24895143	0.402149717	0.375116095	1.595153478	2.117348917	1.173305933
b0675	nagD	0.006162548	-0.022781288	-0.171426111	-0.149893997	0.07415993	-0.018984475	-0.002878878	-0.013840647	-0.119594508	0.013105849	-0.009868548	-0.145665121	-0.211797996	-0.168457181	-0.244653868	-0.16933082	-0.309706183
b0676	nagC	0.039339304	-0.034438762	-0.214441684	-0.190947613	0.028038894	-0.077425914	0.078154075	-0.028998545	-0.037990604	0.073324323	-0.125707786	-0.027930133	-0.223747906	-0.065113795	-0.192749306	-0.051332095	-0.132024753
b0677	nagA	0.065475427	-0.027801172	-0.13812906	-0.112094208	0.123324713	0.084340983	0.348115643	0.31649447	0.123994597	0.186215855	0.116689013	0.076775721	0.0219415	0.012096978	0.105600994	0.230875026	0.10440215
b0678	nagB	0.060358309	-0.030675658	-0.174612023	-0.219810421	0.009800675	0.082488634	0.30938126	0.292203734	0.148926686	0.157043686	0.079955863	0.007773154	-0.109887277	-0.094173149	0.043406561	0.193244196	0.064205765
b0679	nagE	-0.063090631	-0.083560567	-0.246227718	-0.626934273	0.410178061	0.530859113	1.024279532	0.279490815	0.043619689	0.616069724	0.069030301	-0.209365366	-0.078658372	-0.369895838	-0.485212312	0.472679044	0.267849204
b0680	glnS	0.683505339	0.315319236	0.133585918	0.205699	-0.129083523	-0.677081764	-0.359143165	0.063406867	-0.166314135	-0.298449579	-0.620066085	0.370096196	0.85410533	0.441809521	0.729416061	-0.286571518	0.327685637
b0681	ybfM	-0.188321825	-0.026718383	0.263858819	0.13435463	-0.142900208	0.108125029	0.57139161	0.679138716	0.342085956	0.386878843	0.387047555	0.169383296	7.52E-06	0.009316169	0.671707062	0.943036348	0.990567014
b0682	ybfN	0.499802851	-0.358088494	-0.627497037	-1.141296805	0.460811369	-1.190729315	-0.416914188	-1.246799839	0.227888863	0.067399072	-1.525583594	0.328605498	-0.656494869	-0.455450474	-1.025320934	-1.053849066	0.2342397
b0683	fur	-0.421558197	-0.082563671	0.45442146	0.459307532	-0.01030082	0.858037549	-0.189614216	-0.115951818	0.686963545	-0.142844019	0.517394437	0.11745405	0.492307935	0.572265942	-0.044938001	0.1162943	0.75748849
b0684	fldA	-0.122288225	0.029053733	0.321111637	0.274761247	-0.051694203	-0.593314254	-0.961261462	-0.871153787	-0.365105142	-0.521420294	-0.021240322	-0.055142345	0.409229393	0.096380359	-0.308453551	-0.491741631	-0.197816323
b0685	ybfE	-0.361190377	-0.189553103	0.217345756	0.184846456	-0.238081385	-0.15970599	-0.038479872	0.114836454	-0.02804931	0.144449345	0.018522146	0.00482597	-0.172085182	-0.187377688	0.19568769	0.294879874	0.206769451
b0686	ybfF	-0.344354996	-0.114736377	0.181102661	0.15929454	-0.126131747	0.042670999	0.028934512	0.188880159	-0.022560708	0.209789443	0.288893837	0.320949614	0.064345644	-0.007303525	0.432328931	0.460586893	0.251524326
b0687	seqA	-0.334868594	0.01400522	0.318382237	0.534098492	-0.001832702	0.33590711	0.400106497	0.221764796	0.145572814	0.590171461	0.935170955	-0.043725499	0.771632161	0.44258422	0.162149434	0.569526104	0.675300413
b0688	pgm	-0.156049492	-0.050394639	0.050856879	-0.030768189	-0.09178893	0.073716464	-0.031283128	-0.16499274	-0.167254431	-0.175085738	0.012062563	-0.268506001	-0.353424945	-0.147592262	-0.340255205	-0.308181173	-0.332075901
b0689	ybfP	0.009767229	0.045178955	-0.038224495	0.096442575	-0.108163492	-0.339196365	-0.39270223	-0.307382954	0.044143273	-0.121931654	-0.090801273	0.016133896	0.259707151	0.460324511	0.506677884	0.263816629	0.352301928
b0690	ybfG	-0.188618436	-0.059330445	0	0.019743855	-0.065509445	0	0	0.234883431	0	0	0.031561216	0.07081344	-0.103556282	0.100022005	0.285188033	0.290940928	0.00956727
b0691	ybfG	0.09495966	-0.055497529	-0.366342367	-0.499965408	-0.0782922	-0.384713154	-0.348629015	-0.562445432	-0.365181724	-0.080828307	-0.50140479	-0.041457476	-0.300938664	-0.152072257	-0.209045228	-0.003261087	-0.304521758
b0692	potE	-0.078294384	0.079901686	0.14366649	0.137987253	-0.016712307	0.050954969	0.150781116	0.079052662	-0.001582784	0.026043981	-0.279583726	-0.392229272	-0.40638397	-0.320957344	-0.047064529	-0.128089836	-0.314819703
b0693	speF	-0.270658829	-0.164656149	0.206644332	0.155284719	-0.13467876	-0.281918969	-0.238023182	-0.197094612	-0.179595507	-0.174120665	-0.209188826	-0.261190683	0.036004291	-0.118195501	-0.00191507	-0.100326803	-0.2639444
b0694	kdpE	-0.329466412	-0.045127719	0.130546655	0.170586313	-0.406566231	-0.328190836	-0.289284769	-0.243366479	-0.07136007	-0.220392532	-0.255460693	-0.367549345	-0.444613068	-0.355862533	0.165668039	0.178768949	0.175851962
b0695	kdpD	0.527505284	0.243442313	0.13843095	0.050257936	0.012208047	-0.549674139	-0.47633356	0.027112937	-0.604396769	-0.46021559	-0.146239617	-0.36075932	-0.361817141	-0.40605457	-0.447601791	0.14657588	-0.502577028
b0696	kdpC	-0.137787991	0.059561679	0.176048484	0.237778661	-0.102466798	0.141716175	0.177958726	0.145319598	0.070974539	0.141702168	0.001769701	-0.447861994	-0.379478611	-0.355453083	-0.067233944	0.042134787	-0.217115064
b0697	kdpB	0.001316073	-0.127381413	-0.320726407	-1.097114718	0.455037551	0.092225487	0.695082084	0.052759899	-0.106949958	0.529826972	-0.133276557	-0.119714908	-0.044482763	-0.362198527	-0.756208564	0.399112884	0.135542186
b0698	kdpA	-0.114327096	0.195481355	0.39798038	0.645490543	0.27254727	0.28781258	0.613757928	0.124094785	0.315187745	0.267360308	0.085635965	0.59970293	0.957445077	1.058181171	1.165796621	0.601368475	0.89131992
b0699	ybfA	-0.431025925	-0.163120612	0.188387026	0.137641236	-0.340213493	-0.194025219	-0.317938264	-0.297960184	0.204735308	-0.000241081	0.114594766	0.300839419	0.044201275	0.153425308	0.021966275	-0.002472265	-0.239052498
b0700	rhsC	-0.32087337	-0.165391978	0.035017112	0.012753512	-0.118396717	-0.133191626	-0.297564973	-0.024970981	0.054209875	0.087516619	0.094407492	0.120403954	-0.102326013	0.086118591	0.279455311	0.35144118	0.125264947
b0701	b0701	-0.310708809	-0.139873111	-0.014226633	-0.044177209	-0.31789022	-0.092023308	-0.100959439	0.204991722	-0.223460235	-0.16092901	0.15268652	-0.361309358	-0.325488383	-0.361025685	-0.348443629	-0.375288742	-0.45368051
b0702	ybfB	-0.252964405	-0.157731367	-0.168722279	-0.188957984	-0.112673755	-0.336869986	-0.637238106	-0.576653056	-0.5612952	-0.104842748	-0.187936136	-0.310894681	-0.27358684	-0.441425617	-0.533966901	-0.51888202	-0.772064477
b0703	b0703	-0.048245138	0.032703153	-0.006760931	-0.087454178	0.041160955	-0.011690305	0.187970226	0.207288665	-0.035011636	0.041169702	0.238388297	-0.047769231	0.125662884	-0.033083288	-0.176408011	-0.073036228	-0.094261097
b0704	ybfC	-0.183059516	-0.143876408	-0.042179079	-0.16232862	-0.158110993	-0.163395499	-0.16348122	-0.100322929	-0.110958468	0.036108447	-0.042026553	-0.176460199	-0.23180842	-0.17381857	-0.108237132	-0.028751655	-0.23128942
b0705	ybfL	-0.089278245	0.254465509	0.540216187	0.717323625	1.474536393	1.034592614	0.525056088	0.890661625	1.130432457	-0.04115597	-0.207351094	-0.060194251	0.188586454	0.429052879	0.34371972	0.020804208	0.762437367
b0706	ybfD	-0.026153668	0.089788447	0.078274357	0.215282734	-0.065460734	0.011168224	0.06474946	0.303385308	0.020687529	0.139184868	0.048866545	-0.551328564	-0.645418403	-0.378192249	-0.308412243	-0.068234311	-0.412338225
b0707	ybgA	0.009122417	-0.099766766	-0.311207575	-0.540281734	-0.133075737	-0.457405848	-0.215924467	-0.185377954	-0.136979285	0.164011468	-0.358545521	-0.082178646	-0.228785898	-0.211599049	-0.108991416	0.19913103	0.039716751
b0708	phrB	0.083016779	0.321715112	0.015117276	0.84578212	0.56455118	0.470866408	0.741134362	0.622158429	0.734533892	0.268722985	-0.654743191	-1.119013389	-0.052391402	-1.191613463	-0.805707382	-1.171514802	-0.302030499
b0709	ybgH	0.193390033	0.165044733	0.032776377	0.187395785	-0.225711854	-0.22349367	-0.081361235	-0.152519185	-0.226458018	-0.570857547	-0.500923111	0.04577684	-0.263133017	0.163135986	0.46010467	-0.017477867	-0.345997723
b0710	ybgI	-0.010744929	-0.061413274	-0.037339536	-0.160742471	0.088513634	0.125040465	0.114650831	0.090170734	-0.041707863	0.106629128	0.132225399	0.032461351	0.103821358	0.013497812	0.05206091	0.193872537	0.131460114
b0711	ybgJ	0.160759723	0.094640101	0.010035591	0.311712305	0.247646439	0.187664208	-0.025384759	0.284894244	0.165334904	-0.346336431	-0.296751565	-0.352803533	-0.251275373	-0.408797479	-0.159418177	-0.199972613	-0.257023545
b0712	ybgK	0.07981651	0.024802663	-0.065789395	-0.025636036	0.130002203	0.222656215	0.316966183	0.284970363	0.199578322	0.066900259	0.12650632	0.061130486	-0.036083553	0.085267609	0.156398303	0.19425507	0.032738522
b0713	ybgL	0.044361112	0.010554779	0.031576017	0.042527064	0.390611963	0.530979544	0.467035876	0.323593846	0.282388425	0.163601424	0.240046141	-0.225651716	-0.003077905	0.136007498	0.007006653	0.25099887	0.13916515
b0714	nei	0.187872315	0.046938467	0.346520825	0.658140495	0.614433039	0.783254506	0.457602994	0.532264398	0.009560989	0.166958071	-0.493989316	-0.844570402	-0.573542489	-0.995100622	-0.314666533	0.073186892	-0.715947225
b0715	abrB	-0.298721836	-0.169433845	0.212171168	0.088574425	-0.080272209	-0.09723745	-0.058331383	-0.012413093	-0.029251108	0.099315141	-0.024507307	-0.136595959	-0.213659682	-0.124909147	0	0.047100776	-0.079262881
b0716	ybgO	-0.009551728	0.025632345	0.0777591	0.058940086	0.093345159	0.249098505	0.227409103	0.14416915	0.056696716	0.120041744	0.129264951	-0.070770818	-0.100014359	0.058028952	0.198215269	0.24684658	-0.030081092
b0717	ybgP	-0.200560119	-0.109542419	0.013191488	0.087681277	-0.051555416	-0.035293289	-0.16588051	-0.065363981	-0.06144795	-0.079901934	0.103959133	-0.110813174	-0.266954122	-0.059454193	-0.2957586	-0.611254038	-0.544493482
b0718	ybgQ	-0.353203349	-0.219603956	-0.081957626	-0.153925736	-0.247510708	-0.263910934	-0.225004867	-0.141046695	-0.132087844	0.178836916	-0.160562996	-0.074026195	-0.369520359	-0.148456225	0.091824953	0.169203588	-0.245936365
b0719	ybgD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b0720	gltA	-0.285626828	0.08483421	0.323296403	0.45161565	0.599258221	1.123207396	0.66298861	-0.698758922	-0.231354459	0.457781839	0.336485219	-0.658299329	0.30343148	0.256303914	-0.637191512	-0.512768674	-0.475207097
b0721	sdhC	-0.482625413	-0.041002346	0.554074278	0.514004908	0.58189211	0.84146689	-0.133425033	-0.500466545	-0.359450785	0.09778913	0.69241611	0.400500466	0.934590089	1.212906903	-0.172067674	-0.300666677	-0.125296833
b0722	sdhD	-0.472281032	0.026367526	0.327973426	0.414490988	0.462915511	1.129868148	1.049207515	0.018561474	-0.317012207	-0.018785402	0.785617509	0.277399941	0.593111378	0.807028339	0.008246287	-0.231072869	-0.253002852
b0723	sdhA	-0.189397391	0.105683056	0.290349359	0.24243397	0.169592739	1.172335807	0.356761316	-0.689164291	-0.797811196	-0.460375781	0.624845809	-0.048764096	0.634804137	0.748566105	-0.655476204	-0.873766605	-0.872942564
b0724	sdhB	0.084185671	0.243875723	0.382775331	0.519240224	-0.095148527	1.067050918	0.165856661	-0.750370511	-0.463045407	-0.546831501	0.182939044	0.250377142	0.701260061	1.140397702	0.477466653	-0.154757954	-0.237679553
b0725	b0725	-0.146104164	-0.001887648	0.504456654	0.499900113	0.317217893	0.359320636	-0.612141464	-0.554429572	-0.521480605	-0.514738382	0.542959263	0.183175251	0.528606169	0.979845065	-0.186309986	-0.541120089	-0.513987682
b0726	sucA	-0.230935313	0.047682618	0.32689146	0.329101094	0.128560239	1.100707603	0.398547413	-0.625778348	-0.650586313	-0.452200634	0.498635619	-0.069766322	0.562775778	0.717693698	-0.405929399	-0.699496106	-0.879716686
b0727	sucB	-0.263067589	-0.052767955	0.193329458	0.076853995	0.155600268	0.542427054	0.331227046	-0.565544706	-0.533180174	-0.369495558	0.231338191	-0.191216435	0.480651843	0.347820809	-0.32323424	-0.618404927	-0.876449123
b0728	sucC	0.398882355	0.207700474	0.131080834	0.443804687	0.051327884	-0.27035537	-0.67286866	-0.655091883	0.048716888	-1.0036245	-0.208886634	0.317713131	1.036660396	1.161276702	0.889083607	-0.823335245	0.565162867
b0729	sucD	-0.509500499	-0.093612068	0.294252264	0.277914127	0.522780586	1.902937562	1.511835421	-0.377033757	-0.618165413	-0.206569738	0.498986756	0.123526833	0.547413392	0.791880588	0.005367332	-1.003893947	-1.292648985
b0730	farR	-0.187868268	0.056098704	0.279134647	0.272617154	0.152920903	-0.090915948	0.039082688	-0.275348976	-0.248925002	-0.090389525	-0.125837664	-0.156947725	0.091133956	-0.058937051	-0.248817127	-0.026908901	-0.07208361
b0731	hrsA	-0.135272304	-0.157127549	-0.599899919	-1.478735353	0.193155438	-1.209515936	-0.957955306	-1.465101044	0.264780281	0.400006779	-1.667304146	-0.097880818	-0.309508725	-0.193122599	0.086961603	0.201675254	-0.037785855
b0732	ybgG	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028483972	0.146672358	0	0
b0733	cydA	0.003428863	0.164828399	0.17634181	0.266713701	-0.041206468	-0.074649678	0.196781024	0.13230906	-0.07061576	0.134221184	0.32312814	0.216668327	0.110262779	0.162158328	0.353621239	0.396044248	0.208625036
b0734	cydB	-0.149733915	-0.014003293	0.171563445	0.080773397	-0.059364991	0.263160987	0.319508658	0.244020963	0.084248488	0.273423498	0.629316796	0.157777525	0.112090141	0.205338381	0.196370646	0.378774068	0.358739047
b0735	ybgE	-0.1038224	-0.048903782	-0.051863123	-0.055419015	-0.007974037	-0.142836021	-0.156688512	0.101184162	-0.058471577	0.084672805	0.274956991	0.002665983	0.013670821	0.074622975	-0.068850666	0.184524665	0.213311555
b0736	ybgC	-0.234406151	-0.096895209	0.053402211	-0.07353387	-0.050990183	-0.085302296	-0.365232774	-0.291098725	-0.542173574	-0.076078281	0.079790628	-0.083803996	-0.072276524	-0.049436991	-0.434820072	-0.476986167	-0.711037528
b0737	tolQ	-0.087458664	0.018808521	-0.024632309	-0.130110228	0.126407539	-0.30544169	-0.225332898	-0.385661017	0.811681048	0.008976983	-0.203226886	-0.345573115	0.010756972	-0.296264825	-0.410001453	-0.45759537	-0.395618348
b0738	tolR	-0.043461688	-0.035429346	-0.065878102	-0.24290585	0.056067737	-0.495287135	-0.352858106	-0.428706929	-0.106137877	0.171390346	-0.376285971	-0.116697835	-0.122183143	0.003172554	0.144615161	0.233570173	-0.045025575
b0739	tolA	-0.434799242	-0.225737897	0.183645337	0.000569001	-0.351668688	-0.721011124	-1.136910224	-0.971883442	-0.646416207	-0.694471324	0.092708251	-0.388205125	-0.020538095	-0.287762271	-0.550888438	-0.621455729	-0.753703887
b0740	tolB	0.200587688	0.080460646	-0.163932233	-0.177979298	0.234121576	-0.265656206	-0.308455651	-0.54571961	-0.061968636	0.107203308	-0.417198099	0.080406915	0.021935127	0.057005072	0.133850698	0.239018364	-0.033329126
b0741	pal	-0.270132243	-0.055717429	0.264028263	0.25081749	0.13906603	0.398705166	-0.488576522	-1.054290239	-0.773713572	-0.2699819	0.588933352	0.069651845	0.93844744	-0.211614914	-1.133468696	-0.761401252	-0.806480687
b0742	ybgF	0.072897709	0.020752676	0.162562408	0.104646238	0.106396028	-0.590821511	-0.946018848	-0.781217637	-0.7292885	-0.254105744	0.381350642	0.159267766	0.159021943	0.08218426	-0.841105859	-0.689334535	-0.699064809
b0750	nadA	0.072908761	-0.264010919	-0.517060164	-0.56560348	0.354558836	-0.792460472	-0.513777084	-0.779418043	-0.326386589	-0.601258108	-1.075036419	0.24116485	0.129169297	-0.147737681	-0.627031661	-0.413242226	0.360105122
b0751	pnuC	0.084871717	0.060185592	-0.146525884	-0.137574271	0.065674761	-0.009680549	-0.044874319	-0.331395	-0.342027226	-0.274220293	-0.473576971	-0.177448644	-0.293783832	-0.178448703	-0.153775573	-0.235695882	-0.461657034
b0752	ybgR	-0.401294772	-0.13571591	0.183451182	0.15858371	-0.082693047	0.091106516	0.175464882	0.135855032	0.073045328	0.171849523	-0.155469982	-0.366832813	-0.33991617	-0.243363915	0.133225476	0.3209444	0.0440601
b0753	ybgS	0.028457887	-0.058317075	-0.188517395	-0.199808325	0.034449887	-0.128536185	0.005118898	-0.01177309	0.071374846	0.212793834	-0.218878078	-0.164857177	-0.228985896	-0.26434738	-0.081581567	0.123277093	0.028474438
b0754	aroG	-0.397770071	-0.110470173	0.203177523	0.180006849	0.090726661	-0.865986554	-1.45487462	-1.449074382	-1.194513135	-0.900330611	0.165440876	-0.20883793	0.19948689	-0.141476302	-1.170277879	-1.163610897	-1.204645575
b0755	gpmA	-0.364360367	-0.105149422	0.274538699	0.199388673	0.060743389	0.947000048	0.029320344	-0.494176957	-0.13066679	-0.250423953	0.688065215	0.040147946	0.429478077	0.461788312	-0.447251852	-0.141656918	0.338369806
b0756	galM	0.059802522	-0.040010749	-0.053502458	-0.060996639	0.011898961	0.001033925	0.246383372	0.669443208	0.602017597	1.160063955	1.477080617	0.528262497	0.508440151	0.679956595	0.018867071	0.184172964	-0.033763487
b0757	galK	-0.134997328	-0.052575625	0.097972408	-0.09886506	-0.185826007	0.125175301	0.519666758	1.45939109	1.264214372	1.268804391	2.389913039	0.740127882	1.231807493	1.260377127	0.25879641	0.242062008	-0.11569262
b0758	galT	-0.192709772	-0.094241103	0.026252659	-0.012505482	-0.05924661	0.398682051	0.705252326	1.787713623	1.429461381	1.487747828	2.462091116	0.817871333	1.457595445	1.442713745	0.299186656	0.220234266	-0.009871134
b0759	galE	-0.030642436	-0.004897583	-0.33272328	-0.906074784	-0.252113801	-0.346989453	-0.081006025	0.456576978	0.206526388	0.650461436	0.869698643	0.044740896	0.165934351	0.301363732	-0.129512995	0.172552682	-0.158117046
b0760	modF	-0.433586492	-0.145252104	0.243228397	0.134931833	-0.263905007	-0.427557742	-0.388651675	-0.342733385	-0.3595714	-0.256410047	0.141165801	-0.466916251	-0.180427623	-0.455229439	-0.250712052	-0.245965576	-0.409583173
b0761	modE	0.311049104	0.126787644	-0.242769793	-0.214935068	-0.141364335	-0.428998491	-0.3626378	-0.390953789	-0.409954072	-0.35673303	-0.604666901	-0.055885892	-0.28937434	-0.016805811	0.071208525	-0.160429972	-0.26862886
b0762	ybhT	-0.145743511	-0.0170466	0.000185507	0.164689225	0.174715814	0.374592682	0.669576878	0.5998416	0.411457115	0.384938344	0.22854305	0.044205179	0.094768467	0.042352869	0.155763335	0.18900641	0.24475732
b0763	modA	-0.12592708	-0.142836737	-0.030013091	-0.28276349	-0.155402986	0.353762344	0.480600872	0.081971216	-0.504301355	-0.327596311	-0.16522835	-0.112987417	-0.217686647	-0.072624621	0.774701341	0.463365841	-0.582250606
b0764	modB	0.205255014	-0.032684186	0.124831143	0.273322504	0.209968429	0.305985075	0.250500231	0.639462108	-0.068942688	-0.366029686	-0.611578278	-0.631334327	-0.734583015	-0.907049503	-0.18680243	0.152473418	-0.53007672
b0765	modC	0.038950035	0.011719187	0.008761667	-0.08500333	-0.12559801	1.060620248	1.40027116	1.189691793	0.671523753	-0.013627934	-0.120440745	-0.455305666	-0.508720695	-0.231560996	1.109535105	0.527583694	-0.125026981
b0766	ybhA	-0.496507116	-0.238473112	0.235001168	0.27815593	-0.172089539	-0.229874598	0.248290572	-0.04969975	-0.258162878	0.101765858	0.685975374	0.156612235	0.219770594	-0.009842554	-0.032683852	-0.036885243	-0.36855283
b0767	ybhE	0.075683898	-0.002816335	-0.094233062	-0.184060368	0.122869544	0.132050562	0.369415912	0.464563049	0.049517707	0.386818107	0.395419075	0.009715151	-0.077341229	-0.107195762	0.009437436	0.19198413	0.078629295
b0768	ybhD	0.229101837	-0.018166421	-0.319553896	-0.339178929	0.041657155	-0.435305056	-0.362730663	-0.638350843	-0.229809514	-0.158207375	-0.855698013	-0.48628274	-0.756461145	-0.470391864	-0.442471595	-0.322380286	-0.571652721
