# The data in this file were provided by Tyrell Conway's laboratory at
# OUMCF.  Samples were collected during a classic glucose-lactose
# diauxie experiment.  E. coli cells were grown in minimal medium
# containing 0.05% glucose and 0.15% lactose.  The dataset can be
# approximately divided into growth phases as follows:
# Timepoints 1-5 show logarithmic growth on glucose; time points 6-10
# reflect the diauxic lag phase, when cells shift from growth on
# glucose to growth on lactose; time points 11-14 reflect logarithmic
# growth on lactose; and time points 15-17 were taken during
# stationary phase.  Control values were obtained by averaging data
# from 12 hybridization experiments using samples from the early
# logarithmic growth phase.  A publication describing the results is
# available: Chang et al., Mol Microbiol. 2002 Jul;45(2):289-306.  See
# also http://www.ou.edu/microarray/oumcf/growth_trans.htm.
#
#BNUM	GENE	Timept 1	Timept 2	Timept 3	Timept 4	Timept 5	Timept 6	Timept 7	Timept 8	Timept 9	Timept 10	Timept 11	Timept 12	Timept 13	Timept 14	Timept 15	Timept 16	Timept 17
b1804	rnd	-0.147188398	-0.140203721	0.035414089	0.019028896	-0.261551162	-0.421516925	-0.292689897	-0.022550506	-0.273404719	-0.253284981	-0.027635397	-0.080119047	-0.225071535	0.006046304	0.077505837	0.013839084	-0.128136316
b1805	fadD	-0.366771137	-0.117694507	0.114289839	0.129408157	-0.077639759	1.80009393	2.426557253	2.143184936	1.344591886	1.283291369	0.897005596	-0.093268309	-0.093574549	0.246326613	1.073093012	2.216083737	1.934971861
b1806	yeaY	-0.332585569	-0.203297578	0.187023184	0.152592899	-0.079281468	-0.014049325	0.22694411	0.348949528	0.139194249	0.21151213	0.579409573	0.332200011	-0.247523414	0.371770527	1.224317733	0.637480671	0.175600232
b1807	yeaZ	-0.16415201	-0.193217706	-0.06138568	-0.149859674	0.028585448	0.105249373	0.127316228	0.285589821	0.706263095	-0.012384396	0.382747356	-0.323093819	-0.27374559	-0.351504246	-0.372145008	-0.410333199	-0.228916815
b1808	yoaA	-0.029857744	-0.095342236	-0.07017069	-0.119768189	-0.106823076	-0.025358205	-0.000922729	0.083638715	-0.153985936	-0.162080775	0.177052227	-0.111448527	-0.145912085	-0.136629978	0.047555956	-0.261689338	-0.446166635
b1809	yoaB	-0.335905923	-0.284463041	0.431537149	0.269735554	0.050402251	-0.067680201	-0.750558017	-0.912054391	-0.661651777	-0.467028167	0.033899787	0.314422268	-0.017162784	0.184820965	-0.490180409	-0.710503761	-0.947662767
b1810	yoaC	0.055878153	-0.023085589	0.149132477	-0.011986194	-0.140161677	0.23321377	0.948583939	1.507929911	2.031266805	1.264210626	1.135289819	0.003956077	-0.183459698	0.015708266	1.299630425	1.124344901	2.251269796
b1811	yoaH	-0.422673665	-0.328063161	0.16813881	0.002136468	-0.270041513	-0.158913883	-0.198435981	0.469350768	0.540200228	0.192354468	0.572566471	0.10730132	-0.187942217	0.135323996	0.44160014	0.253328757	0.467823511
b1812	pabB	0.074549089	-0.023941356	-0.060741125	-0.122527974	-0.148179067	-0.090637558	0.184917502	0.198863881	-0.048061557	-0.000385891	0.045821786	0.042775329	0.005439291	0.060700379	0.093860951	0.035850846	-0.03306533
b1813	yeaB	-0.22990776	-0.100619769	0.035272233	0	-0.106798769	-0.028423374	0	0.122533066	0.051325336	0.07451286	0.116337172	-0.067781883	-0.144845606	0.227612855	0.217059433	0.026408412	0.088340982
b1814	sdaA	-0.17519751	-0.045909519	0	0	-0.052088518	0	0	0	0	0	0.291602343	0.099955352	0.846473078	0.014094766	0	0.14604059	0
b1815	yoaD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b1816	yoaE	-0.019555351	-0.137070152	-0.021067186	0.275133471	0.091879081	0.097792545	0.140312501	0.337564144	-0.016996083	-0.167861323	0.073918354	-0.119405909	-0.099035116	-0.232491432	-0.089195733	0.056287202	-0.121663211
b1817	manX	-0.2236804	0.031554554	0.255269404	0.331147044	0.295958996	2.163534226	1.17876492	0.642830666	0.268028755	0.747335515	1.446449161	-0.000497753	0.673754825	0.931546746	0.113635327	0.470364656	0.37510405
b1818	manY	-0.25369979	-0.041509921	0.276792559	0.385671006	0.189617337	2.278303591	1.007091144	0.387489184	0.38421178	0.615986808	1.171921682	0.23846203	0.439921246	1.076329823	0.423153505	0.309000451	0.161237679
b1819	manZ	-0.078930124	0.030517805	0.185044573	0.265760294	0.331272532	1.760517856	1.412851971	0.674550094	0.384167347	0.488561665	0.600969785	-0.303201947	-0.021046173	0.266640022	-0.046605535	-0.068437126	-0.317933649
b1820	yobD	-0.322607784	-0.158021764	0.257368293	0.198843133	-0.041155443	0.358909207	-0.080169351	0.196887275	-0.010512634	0.172131641	0.153953046	0.097579787	-0.01455283	0.279189088	0.233680324	0.281812359	0.039756573
b1821	yebN	-0.1131414	-0.083072626	0.008127669	0.000307472	-0.064518402	0.036830768	0.044018902	0.056995651	-0.19354095	-0.149568202	-0.195464339	-0.255528071	-0.507211502	-0.243837516	-0.001577561	-0.022976076	-0.296934301
b1822	rrmA	-0.048792196	-0.116747176	-0.054864748	-0.100203296	-0.173314351	-0.264179354	-0.092724194	0.187972973	-0.20213663	-0.087778168	0.055460291	-0.101742175	-0.119883273	-0.052812192	0.073056711	-0.046190629	-0.094932607
b1823	cspC	-0.579088532	-0.164840368	0.010038015	-0.32745779	1.331158613	0.081051637	-0.680150875	-0.280597128	0.058458374	0.996030138	0.419775893	-1.881841135	-1.171656692	-0.968094769	-1.992197883	-1.535544174	-1.320419619
b1824	yobF	-0.160586636	-0.080115793	0.138822919	-0.42057243	1.688438187	1.086798062	0.599429138	0.715724593	0.230054824	1.661390118	0.942684812	-0.779956444	-0.829725761	-0.859322849	-0.844265511	-0.622559702	-0.651771256
b1825	yebO	-0.245386968	-0.116098977	0.147044241	0.149140966	-0.122277976	0.017534629	0.020546354	0.420032331	0.086001207	0.100268692	0.249751548	-0.037731173	0.1429313	0.240568025	0.186284097	0.076405448	0.179052316
b1826	yobG	-0.288086546	-0.158798555	0.340484045	0.08127366	-0.164977554	-0.086602159	-0.047696092	0.267951354	0.122518982	0.156163006	0.473591412	0.156619164	1.184163757	1.364525533	0.405185998	0.105672745	0.912257931
b1827	kdgR	0.08047976	0.099243126	-0.070495409	-0.209708311	0.144930645	-0.236941769	-0.093506427	-0.457657654	0.068727355	0.185833503	-0.539663757	-0.120837329	-0.449578282	-0.145669742	-0.08268654	0.0553495	0.048582651
b1828	yebQ	0.070458193	0.127135145	0.240936086	0.600442543	0.195212443	0.589054863	0.78917095	0.440939766	-0.434522199	-0.182833472	-1.070125999	-1.182214651	-0.63990753	-1.170527839	-0.472740875	-0.206896382	-0.927861031
b1829	htpX	-0.471499874	-0.283927262	0.096649055	0.058191391	0.03888328	0.106539531	-0.320188934	-0.652695397	-0.346388938	-0.413182449	-0.043442083	-0.5875527	-0.388377978	-0.419256516	-0.464242	-0.433824334	-0.589029574
b1830	prc	-0.322712635	-0.254165258	0.006813426	-0.01763093	0.157317229	-1.069967093	-0.941444403	-0.756306927	-0.306117393	0.105012231	0.263530185	0.040863126	0.262394835	-0.469976359	-0.711868925	-0.205063095	-0.036827999
b1831	proQ	-0.006045859	0	0	0	0	0	0	0.19993538	0	0	0.011615233	0	0	0	0	0	0
b1832	yebR	-0.183000529	-0.20633064	0.174446146	-0.042693779	-0.058859925	-0.343838941	-0.439870001	0.026627708	-0.207235026	0.015707302	0.309218135	-0.18388535	0.048525481	-0.082124427	-0.134913033	0.002831727	0.089297661
b1833	yebS	0.016559483	-0.014868959	0.082131162	0.09589507	0.147333441	0.253583441	0.240722264	0.452602646	0.217045096	0.190645301	0.268959636	0.131606416	0.250492296	0.169926475	0.203490033	0.391373771	0.400567724
b1834	yebT	-0.02043343	-0.213060999	-0.09420867	-0.655711063	0.274958864	0.276161221	0.466272478	0.418690478	0.158369686	0.106131467	0.062310159	-0.308603369	-0.465698095	-0.470521493	-0.345178599	-0.047028022	-0.420654645
b1835	yebU	0.090959698	-0.068821751	-0.53181211	-1.061809506	0.152209215	-0.94829918	-0.502442696	-0.937720251	-0.356761974	-0.060211476	-1.526701406	-0.517237708	-0.857500044	-0.764064257	-0.732600897	-0.181499485	-0.48276574
b1836	yebV	0.118437811	0.002924363	0.212797389	0.147664058	-0.21232093	0.114658734	0.520877822	1.455932481	0.663739528	1.129924776	0.653387653	-0.203705571	-0.1977921	-0.270949972	1.20807349	1.57792168	1.456303168
b1837	yebW	0.103670277	-0.076798953	-0.096892682	-0.165228998	0.014062561	-0.021262641	0.053224683	0.484908537	-0.105196818	0.145780164	0.289060669	0.070809587	-0.354157473	0.002472739	0.269647256	0.218253747	0.34227919
b1838	pphA	-0.222791093	-0.128509726	0.07404151	0.071038392	0.090022406	0.109115833	0.120481903	0.392554317	0.096888213	0.274922601	0.369755034	-0.018624046	-0.084302185	0.033091725	0.259053403	0.417574448	0.438030482
b1839	yebY	-0.320013859	-0.135210806	0.419185691	0.277841541	-0.1046553	-0.488449491	-0.726471786	-0.36607301	-0.34951508	-0.040340478	0.466862051	0.149372305	0.462474421	0.232618967	-0.003939449	-0.00561036	-0.179283917
b1840	yebZ	-0.427741097	-0.224155875	0.189875444	0.098954227	-0.161382452	-0.607850794	-0.568944727	-0.523026438	-0.539864452	-0.466203541	-0.156370846	-0.165108803	-0.065368597	-0.161399352	-0.349442767	-0.246092655	-0.566376543
b1841	yobA	-0.283831286	-0.154543295	0.335236543	0.296878215	-0.126890052	-0.082346899	-0.043440832	0	-0.014360557	0	0.453280904	0.090607691	0.320599625	0.498039907	0.134051759	0.080219921	0.067420763
b1842	holE	-0.265725692	-0.207704111	0.253077406	0.094194319	-0.284549183	-0.721668849	-0.787540163	-0.623343748	-0.527359682	-0.41824315	-0.073031196	-0.224859376	-0.124605796	-0.095058492	-0.177152791	-0.257824878	-0.374680898
b1843	yobB	-0.16053443	-0.147573944	0.010574843	-0.017649783	-0.082677548	-0.019365316	-0.007859714	0.211253832	0.000440117	0.064361691	0.17647232	0.019036062	-0.161186187	0.024065669	0.152564938	0.132851082	-0.019878546
b1844	yobC	0.039434604	-0.006313989	0.103027403	0.107908442	0.092523701	0.108867563	0.028257051	0.305114388	0.061149325	0.119307918	0.289132417	0.205828124	0.296493029	0.173144017	0.140694565	0.32131698	0.284348801
b1845	ptrB	-0.239253483	-0.295696666	-0.299926775	-0.482817314	-0.154359781	-0.670559882	-0.348778159	-0.242988719	0.036533792	0.217647238	-0.576883247	-0.15288299	-0.570241678	-0.590874252	-0.130660148	0.242671616	0.260347195
b1846	yebE	-0.312120983	-0.258794749	0.08785207	0.11036699	-0.148786792	0.245200114	0.137697839	0.456838807	0.298492342	0.242319657	0.190597636	0.008665006	-0.1517681	-0.02478611	0.443107977	0.479991763	0.290905158
b1847	yebF	0.09016459	0.013387872	0.269985215	0.397676186	0.210905721	0.553116217	0.726976472	1.007161808	0.500716065	0.350833635	0.214190103	0.070370524	0.166273394	0.11191831	0.631658466	0.711402074	0.671157608
b1848	yebG	-0.258101466	-0.270372989	0.130482396	0.12236663	0.216961625	0.257379777	0.332410716	0.2182371	-0.031940999	0.157692634	-0.032269204	-0.039656002	0.162027029	0.146808159	0.314047748	0.343617305	0.141312719
b1849	purT	0.124551688	0.120862077	-0.025862052	0.238439558	-0.083013452	-0.339879731	0.159836577	0.324464302	-0.28314364	-0.376430566	-0.005958369	0.161912765	0.344636196	-0.281246413	-0.245916303	-0.285591352	-0.014120697
b1850	eda	0.058323694	-0.002333844	-0.082914195	-0.025877476	0.090959426	0.219223094	0.41221096	0.26877508	0.14745527	0.190901748	0.06254694	-0.029799608	-0.095777602	-0.008758298	0.031824742	0.033932636	-0.111120075
b1851	edd	-0.478289814	-0.307909154	0.07497377	0.006673233	-0.140874967	-0.094545624	-0.21905038	-0.155712071	-0.34052451	-0.053587892	-0.006887134	-0.086201808	-0.294656422	-0.108464134	0.040567185	0.012323115	-0.385863023
b1852	zwf	-0.040468119	0.033472791	0.020690632	-0.072512297	-0.095645307	-0.016090697	-0.233499731	-0.587704406	-0.34654781	-0.317665961	-0.359443651	-0.476994344	-0.453285323	-0.456018092	-0.688018333	-0.629783162	-0.869446009
b1853	yebK	-0.1118983	-0.08692643	0.124100837	-0.04022329	0.141196764	0.158514704	0.132955006	0.387546841	0.079053521	0.25641311	0.456506377	0.055242154	0.135816354	0.267711953	0.069930183	0.305978654	0.152611364
b1854	pykA	-0.036998221	0.028731354	0.106667092	0.017537849	-0.021951153	0.173858163	0.095388141	-0.297912616	-0.187267017	-0.273277747	-0.10187561	-0.484507378	-0.438186497	-0.271922029	-0.633956037	-0.494936039	-0.660498731
b1855	msbB	-0.350681157	-0.12403479	0.205820487	0.066487729	-0.371597443	-0.449765743	-0.654603801	-0.466085453	-0.362862235	-0.165215536	0.050012447	-0.411239842	-0.465315301	-0.313250258	-0.252258711	-0.060693873	-0.183105633
b1856	yebA	0.030103221	-0.13234156	-0.401415355	-0.682069098	0.144017887	-0.265007857	0.043798945	-0.014780878	0.022497057	0.080791956	-0.055688165	0.051311351	-0.020277236	-0.039950067	-0.414220435	0.103629807	-0.006366008
b1857	znuA	-0.144832283	-0.07815551	0.106157072	0.006200579	0.052388579	0.006962602	0.026050472	0.274849177	-0.041764473	0.015949984	0.409937131	0.08664273	0.291395314	1.55317759	0.488944044	0.234803424	0.154349247
b1858	znuC	-0.1801754	-0.120594349	0.163782183	0.012448104	-0.012540433	-0.021456148	0.161964005	0.331219548	0.014616425	-0.014253811	0.260090295	-0.026804368	0.004840814	0.162739784	0.028162401	0.090672871	0.029333138
b1859	znuB	-0.179992656	0.055583754	0.114782378	0.250621088	0.021877065	0.416547058	0.5887316	0.519909228	0.477870612	-0.165254405	0.204662719	-0.111626423	0.166705131	-0.157774782	0.006666625	-0.131831463	0.185046683
b1860	ruvB	-0.099526013	-0.052186984	-0.003708864	-0.005350382	-0.117237727	-0.068663945	-0.051029494	0.015315386	-0.261384401	-0.236089713	0.006307377	-0.189608418	-0.154625076	-0.20027495	-0.22108953	-0.130188557	-0.354222992
b1861	ruvA	-0.153894023	-0.101914366	0.105614807	0.0524041	-0.109856422	-0.113824761	-0.166100784	-0.094853177	-0.139011373	-0.038295444	0.103082739	-0.055103949	-0.100415112	-0.000993143	0.006555476	-0.031225527	-0.231664279
b1862	yebB	0.168551082	0.151010711	0.162356959	0.201083495	0.184033785	0.292157297	0.292304054	0.751251918	0.228762105	0.06262081	0.068308962	0.248730239	0.367026348	0.268111162	0.17167308	-0.045343859	0.323741855
b1863	ruvC	0.271213177	-0.004725363	0.122405683	0.365723793	0.444351636	0.275971084	0.053503057	0.996428277	0.185389185	-0.211979494	-0.100660563	0.049574359	0.214619634	0.279803831	0.493186433	0.560513978	0.537778243
b1864	yebC	-0.25239558	-0.161994943	0.075333877	0.110327226	0.247126101	-0.148270139	-0.030150823	0.444138356	-0.20822092	0.061527199	0.635672268	0.223748065	0.121065329	0.394309317	0.33050393	0.474301592	-0.129303963
b1865	ntpA	0.035140699	-0.063743542	-0.004284328	-0.064993607	0.046366859	-0.03360645	0.083135166	-0.004315294	-0.070870096	0.077177042	0.315452343	0.059727934	0.11585564	0.069977482	-0.077102363	-0.126625506	-0.145936682
b1866	aspS	-0.323935605	-0.14440503	0.04313775	0.220566234	0.177859926	0.201719878	-0.263186095	-0.552413916	-0.595260798	0.042332822	1.040994245	0.432693449	0.784159175	0.032737252	0.397241766	0.595328022	0.536251469
b1867	yecD	-0.192781884	-0.129267301	0.14357087	0.164536654	0.229675323	0.113020548	0.343910006	0.415147251	0.235248521	0.190078086	0.360114609	-0.104163705	0.025259497	-0.026318046	-0.020505435	0.07034295	-0.022147755
b1868	yecE	-0.322339271	-0.199635282	0.156301242	-0.024757032	-0.128575275	-0.115621487	-0.011694471	0.23671728	-0.025190354	0.113112028	0.215462647	0.032991101	-0.089418479	-0.022805191	0.1347781	0.255001889	-0.023515053
b1869	yecN	-0.172097648	-0.113841522	0.19610069	0.011735316	-0.067881633	-0.368731476	-0.238752414	0.194331039	0.017060781	0.438198535	0.649727268	0.238010343	0.384165612	0.243299256	0.163627287	0.579266449	0.514965207
b1870	yecO	-0.302413791	-0.18071177	0.115088731	0.14638179	-0.11119973	-0.209404275	-0.107622175	0.253469904	-0.015464322	0.305007063	0.464483268	0.186760449	0.251248547	0.119263284	0.220327802	0.416153583	0.163966912
b1871	yecP	-0.053597579	-0.039319135	-0.009028783	0.060281675	0.126295368	-0.095459	0.101900653	0.336575859	0.079997372	0.280059841	0.322096376	0.09105721	0.085287756	-0.015137758	-0.020209189	0.098545244	-0.016876634
b1872	bisZ	-0.125847872	0	0	0	-0.00273888	0	0	0	0	0	0.538380935	0.013714794	0.015379397	0	0.100075202	0.246865623	0.289691179
b1873	yecK	0.031170579	0.021432655	-0.027770612	0.012881619	-0.019821041	0.001675383	0.061363504	-0.176704498	-0.096494797	-0.307177181	-0.321605931	-0.473324125	-0.671945767	-0.484452775	-0.274621806	-0.39928084	-0.646747295
b1874	cutC	-0.524811565	0.014843295	0.107795991	0.365935849	-0.145178362	0.295696009	-0.020656189	-0.364885789	-0.467765873	-0.554909422	-0.743659814	-0.855748466	-0.932812189	-0.844061654	-0.224762589	-0.161155288	-0.017775608
b1875	yecM	0.107504922	-0.024337738	0.220352945	0.338270501	0.257733978	0.253615054	0.067089665	0.371141292	0.277323886	0.006792433	-0.00296475	-0.138252869	0.060294837	-0.135291354	0.061320769	0.273222979	0.054179729
b1876	argS	-0.057834655	-0.119564957	-0.008662051	0.207377419	0.265476847	-0.499176884	-0.524386315	-0.580286487	-0.525419199	-0.011641143	0.824204005	0.632583626	0.79488016	-0.135918865	-0.088881652	0.434290496	0.062141523
b1877	yecT	-0.289938306	-0.152492768	0.278152381	0.178782718	-0.152435021	-0.08845392	0.065584199	0.30895726	0.176098589	0.250796501	-0.015723777	0.038920161	-0.153551955	0.061966304	0.321441727	0.309738103	0.117285548
b1878	flhE	-0.290232893	-0.217962178	0.168810598	0.019720377	-0.068715318	-0.191675114	-0.063240165	0.101915309	-0.087104305	-0.073024621	0.033905121	0.13232614	-0.063420439	0.113169116	0.06616262	0.0214377	-0.205431771
b1879	flhA	-0.399057513	-0.151485156	0.069731118	0.05886429	-0.108789428	0.098181471	0.270078765	0.26686389	0.088500516	0.269858257	0.094712554	-0.242334485	-0.448223353	-0.287922747	-0.049340561	0.141085334	-0.338475926
b1880	flhB	-0.405819689	-0.168186935	0.249372707	0.347888576	0.209688798	0.444903681	-0.010015201	-0.320943117	0.13480851	-0.887859602	-0.451411411	-0.433481091	0.401695238	0.147510809	-0.627721936	-1.382414231	-0.979567292
b1881	cheZ	-0.605045843	-0.383955485	0.44613815	0.311690855	-0.055024292	0.27066559	-0.751313316	-0.63483778	-0.655510001	-0.92142951	-0.523069138	-0.18721422	0.677206281	0.482281399	-0.194059287	-0.748223628	-1.257130633
b1882	cheY	-0.667345223	-0.306341817	0.29120171	0.109608716	0.239377532	0.491075247	-0.44496511	-0.399046821	-0.317611864	-0.376072874	-0.411141035	-0.054055303	0.478794605	0.587028532	-0.09921055	-0.302279012	-0.465896608
b1883	cheB	-0.563251802	-0.325473215	0.235135118	0.061628317	0.103259083	0.111570722	-0.380599518	-0.583127592	-0.262354832	-0.824170565	-0.952709378	-0.310804057	-0.044981597	-0.261218734	-0.971097343	-1.27224655	-1.78262296
b1884	cheR	-0.772108348	-0.458036766	0.524741711	0.304375235	-0.15811613	-0.89692359	-0.917178773	-0.617356398	-0.599698921	-0.930961992	-0.974564683	-0.30869729	0.527180954	-0.023854224	-0.679471053	-0.627981864	-1.416934762
b1885	tap	-0.34017128	-0.267648802	0.123400566	-0.072624918	-0.018790749	0.151641677	0.317568868	-0.000952747	-0.600695992	-0.731074387	-0.406353695	-0.17670922	0.53950735	0.052134711	-0.545270086	-0.100093859	-1.190990239
b1886	tar	-0.326493707	-0.063955539	0.340372337	0.232017724	-0.164110594	-0.249748069	-0.233795689	-0.208457445	-0.464934694	-0.774094309	-0.030561979	-0.026101018	0.491584503	0.11964677	0.082208194	0.326843171	-1.355260052
b1887	cheW	0.020792737	0.055450541	0.164715618	0.402024786	0.482290297	-0.054893665	-0.559990117	0.162366588	0.237007854	-0.40277295	-0.620921983	-0.337623673	0.180004325	-0.163203676	-0.442341416	-0.341452689	-1.014416296
b1888	cheA	-0.212226609	-0.135518899	0.093464911	0.06899848	0.079174265	-0.242186169	-0.566713509	-0.421323973	-0.718338165	-0.903925473	-0.629941846	-0.285559334	0.437973505	-0.095172681	-0.60841699	-0.583558553	-1.320146132
b1889	motB	-0.410898776	-0.126855829	0.409553299	0.147888714	0.213883009	0.05534887	-0.151626469	-0.08250719	-0.351115482	-1.034418552	-0.60430751	-0.24316099	0.784879459	0.256829612	0.125492147	0.227168872	-1.056930252
b1890	motA	-0.151463642	-0.243975588	0.20096942	0.227710449	0.384418723	0.593106909	0.110463713	0.40135094	1.320507816	-0.043785337	0.047863394	-0.256848039	0.519189662	-0.00635335	0.002338636	0.194589779	-0.417889465
b1891	flhC	-0.486154623	-0.042269073	0.325166023	0.316550823	0.113485182	-0.019664423	0.313007223	0.072572376	0.002634961	0.099825376	0.394952447	-0.099717453	0.114003757	0.217747243	0.261848446	-0.03684678	-0.471333421
b1892	flhD	-0.263584424	0.14981192	0.21013035	0.692125996	0.343631732	0.68898853	0.536566617	-0.234748332	-0.158340355	-0.077940771	-0.08917711	-0.652681281	-0.205414875	-0.341754799	-0.710193204	-0.565437998	-0.782928372
b1893	insB_5	-0.107343314	0.074951694	0.294138049	0.03203239	0.020677164	-0.633570674	-0.544661072	-0.649303496	-0.302054758	0.099491665	-0.399506018	-0.61158282	-0.443409298	-0.368929027	-0.415805839	-0.179442576	-0.464651694
b1894	insA_5	-0.182716684	0.033157875	0.182636902	0.18274583	0.364235607	0.29300366	0.170757483	-0.106559762	1.157375689	0.386288795	-0.359556644	-0.664128292	-0.301976446	-0.380866331	-0.466786356	-0.577368349	-0.639246478
b1895	yecG	-0.26468898	-0.135400989	0.138406262	0.112336788	-0.141579988	0.033035523	0.212608544	0.351092259	0.228492646	0.351114536	0.119500469	0.246955393	-0.049919037	0.148619556	0.449037791	0.521924369	0.616428759
b1896	otsA	0.01719876	0.10539613	0.288550774	0.093155514	-0.209856247	-0.238334595	0.305704796	0.552295712	0.174239878	0.541442011	0.685300211	0.318237918	-0.007276771	-0.326242732	0.432239944	1.382006366	1.823703334
b1897	otsB	-0.208420053	-0.138139619	0.240216515	0.006048074	-0.390540058	-0.219872993	0.499132883	0.880047231	1.259021341	0.998373934	0.347257837	-0.563288569	-0.28222955	-0.650987463	1.168690292	1.730284112	2.640148596
b1898	araH	-0.030738097	0	0.093948006	0.117544867	0	0	0	0	0	0	0	0	0	0	0	0	0
b1899	araH	-0.125831541	-0.089357765	-0.054116668	-0.027198301	-0.148832837	-0.053009804	0.180916939	0.498948236	0.094217655	0.067063482	0.109258017	0.119133604	-0.15556044	0.050920714	0.171275311	0.184614851	0.073568117
b1900	araG	-0.019210988	0.338675839	0.187495208	0.142340176	-0.336806918	-0.090115543	0.0253421	0.180161633	0.125898694	-0.111649523	0.137399818	-0.260044619	-0.220460281	0.063661766	-0.166558131	-0.213452624	-0.157750092
b1901	araF	-0.165372665	0.101322147	0.1584171	0.130237851	-0.236388339	0.15678654	0.498693281	0.814132845	0.742322181	0.650167722	0.672823948	-0.295350678	-0.361592027	-0.062124462	0.472091203	0.702973269	0.362602773
b1902	ftnB	-0.014186864	-0.146271229	0.003839615	0.247309219	0.014320965	0.662383151	1.047307896	0.355882173	-0.080231206	0.16744157	-0.215160135	-0.581641116	-0.421153814	-0.39716286	0.305080822	0.434433474	0.074332363
b1903	b1903	-0.268639702	0.023354557	0.309550627	0.264113979	-0.358289514	0.003904674	0.628524612	0.587336904	-0.472063831	-0.242662271	0.156306212	0.175588927	0.447888476	-0.156032929	-0.115018844	-0.161200866	-0.210744414
b1904	yecR	-0.418503983	-0.143525691	0.301526722	0.4049485	-0.407314272	-0.330487845	-0.08285178	-0.125276349	-0.676325174	-0.310929652	0.240966821	0.128801286	0.158787698	0.018819831	-0.214147684	-0.286917657	-0.672541975
b1905	ftnA	-0.012058822	0.17947034	0.356203275	0.543109308	-0.561308786	-0.581721467	-1.266662089	-0.833956915	0.504512135	0.12809968	0.362310684	-0.157219867	0.451319954	0.64791605	0.079636505	-0.03859131	-0.492508755
b1906	yecH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.336283708
b1907	tyrP	-0.09549524	0.100291189	0.13950192	0.19667809	-0.174701082	-0.084942273	0.048449908	-0.057045963	-0.081639139	-0.026859463	-0.147705433	-0.397096311	-0.401074484	-0.16995811	0.09653972	-0.035818593	-0.373979573
b1908	yecA	-0.163492547	-0.176622181	0.108002477	0.105631558	-0.00020322	0.359604753	0.146842781	0.011645749	0.061824262	-0.036362216	-0.001660349	0.179636	0.004879709	-0.053320199	0.052900269	-0.047950849	-0.180200821
b1912	pgsA	-0.105380543	-0.130088096	0.09333311	-0.004697213	-0.018045742	0.215021177	0.290276346	0.253881885	0.394213399	0.263150322	0.14015734	-0.094073634	-0.098930124	-0.065771219	0.160768388	0.079036855	-0.114988137
b1913	uvrC	-0.062118467	-0.076310856	-0.09047703	-0.16786687	-0.025749411	-0.20393007	-0.105517052	0.034833176	-0.073357113	-0.015676801	0.073428674	0.114477114	-0.080270445	-0.163734136	-0.219173564	-0.235627828	-0.216988691
b1914	uvrY	0.108844555	0.072098481	-0.199620635	-0.349509767	0.19039994	-0.492820593	-0.324097627	-0.841408457	-0.147588973	0.06543525	-0.773889809	-0.331422769	-0.492455233	-0.303499456	-0.323838218	-0.209516229	-0.385501377
b1915	yecF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b1916	sdiA	-0.351643153	-0.222355162	-0.053427904	-0.036967443	-0.228534162	0.027124191	0.202525125	-0.06533441	-0.013803336	0.107894222	-0.077428624	-0.189517276	-0.266580999	-0.177830464	0.033112623	0.224919576	0.369810251
b1917	yecC	-0.124873333	-0.155163616	0.152049118	-0.007681749	-0.106268901	-0.109233637	-0.149605216	0.23166997	-0.035170723	0.1381482	0.800100232	0.309328528	0.128947631	0.198487011	-0.067482332	0.064274945	0.052918949
b1918	yecS	-0.301482553	-0.145729808	0.155459412	0.048252198	-0.172493041	-0.030575719	0.17204956	0.510539104	0.225073931	0.180660212	0.498117221	0.045490646	-0.133680988	-0.02617553	0.084734718	0.175320228	0.020211689
b1919	yedO	-0.399393006	-0.204812837	0.122027648	-0.025035171	0.034937642	-0.290483034	-0.582394559	-0.132093604	-0.297631435	0.373356138	0.743125303	-0.058521276	0.26347444	-0.179959675	0.106305909	0.425391024	0.068755109
b1920	fliY	-0.320555194	-0.152693588	0.417020195	-0.189522405	-0.229494791	-1.43682199	-1.721322425	-0.215241317	0.329339734	0.051912796	1.475813891	0.013614543	0.434788858	0.149751436	-0.69496797	-0.412658373	0.378936296
b1921	fliZ	-0.283533979	-0.186702609	0.470467101	0.473954972	-0.098350728	-0.62831246	-0.335726989	-0.061359678	-1.038889567	-1.021646164	-0.260834809	0.469410948	0.93421649	0.416868111	0.324172542	-0.181538975	-1.518580808
b1922	fliA	-0.266404566	-0.006178725	0.136165901	0.185372547	0.116164426	0.23655738	0.417701571	-0.420837874	-1.081423173	-0.93610122	-0.00687507	0.160334373	0.698687497	0.139163582	0.206346395	0.025755214	-1.856481489
b1923	fliC	-0.237741531	0.12032864	0.355021286	0.558512032	0.096695767	0.77276579	1.089681006	0.828978436	-0.123197339	-0.399383457	-0.266719992	-0.249504766	1.618241023	0.604462259	0.606509906	1.015926399	-1.7416968
